ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
54817	193,248,204	0,0,0	237,201,259	0,0,3	298	149
54818	192,230,198	0,0,0	218,184,253	0,0,3	229	149
54819	952,731,801	1,0,0	778,678,819	0,0,0	156	149
54820	12,19,7	2,1,0	21,10,10	0,1,0	298	149
54821	1118,975,879	0,0,0	977,895,1153	0,14,0	161	149
54822	1219,1045,958	1,0,0	1062,992,1266	0,0,0	168	149
54823	101,70,79	1,0,0	85,111,113	0,0,0	156	149
54824	517,384,358	1,0,2	394,408,541	2,0,0	150	149
54825	517,384,358	0,1,1	394,408,541	0,3,0	199	149
54826	1,0,2	0,1,1	2,0,0	0,3,0	198	149
54827	1061,912,879	1,0,2	767,773,854	2,0,0	153	149
54828	1,1,2	655,551,574	2,2,8	489,446,524	171	149
54829	21,20,16	2,0,0	29,15,36	1,0,0	298	149
54830	428,369,413	0,0,0	342,326,407	0,0,1	160	149
54831	633,581,602	1,0,0	560,478,581	2,0,2	164	149
54832	569,522,536	0,0,0	509,430,496	4,0,2	298	149
54833	11,3,7	0,0,0	14,6,9	4,0,2	298	149
54834	920,885,823	0,1,0	812,741,1011	0,1,0	151	149
54835	944,922,846	0,0,0	837,754,1037	2,0,0	155	149
54836	1013,976,909	2,0,0	892,804,1085	0,0,0	184	149
54837	1229,1164,1107	0,0,0	1062,973,1259	0,1,0	196	149
54838	1388,1293,1217	0,0,0	1182,1092,1390	0,0,1	259	149
54839	24,38,23	0,0,0	25,14,26	2,0,0	153	149
54840	93,92,86	2,0,0	80,64,74	0,0,0	182	149
54841	309,280,284	0,0,0	250,233,248	0,1,0	194	149
54842	468,409,394	0,0,0	370,352,379	0,0,1	257	149
54843	69,54,63	2,0,0	57,50,48	0,0,0	178	149
54844	285,242,261	0,0,0	227,219,222	0,1,0	190	149
54845	444,371,371	0,0,0	347,338,353	0,0,1	253	149
54846	218,188,198	0,0,0	170,169,174	0,1,0	161	149
54847	377,317,308	0,0,0	290,288,305	0,0,1	224	149
54848	159,129,110	0,0,0	120,120,131	0,0,1	212	149
54849	18,14,19	794,736,715	16,17,13	669,593,777	165	149
54850	216,211,195	3,0,0	137,177,244	0,0,0	237	149
54851	998,939,903	3,0,0	798,758,1016	0,0,0	221	149
54852	5,6,4	480,477,419	5,6,6	420,369,503	204	149
54853	156,134,149	0,1,0	146,113,169	0,0,0	215	149
54854	64,63,68	0,2,0	72,47,69	0,1,0	157	149
54855	15,15,23	0,0,0	16,17,17	0,0,1	248	149
