ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
348	1634,1670,1220	0,0,0	1697,1808,1525	26,0,13	1005	149
349	1597,1633,1186	0,0,2	1649,1774,1510	0,1,0	630	149
350	1578,1564,1179	30374,24190,24172	1614,1732,1497	25942,27824,24763	351	149
351	1869,1603,1339	63928,57553,46324	1489,2031,1561	58331,67961,55794	324	149
352	814,809,772	17,5,14	809,816,761	22,15,13	709	149
353	784,764,727	0,0,0	766,768,722	0,0,2	307	149
354	793,739,669	90233,81570,67766	779,777,729	81753,92576,78159	474	149
355	24,31,29	167,193,206	38,21,22	147,111,171	232	149
356	20,13,13	206,184,206	11,19,6	172,131,142	242	149
357	27,18,18	1,0,0	13,23,14	0,0,0	251	149
358	9,10,2	74,86,83	4,6,5	103,44,69	227	149
361	35,29,66	703,634,702	36,59,43	686,639,589	378	149
362	3,12,9	102,67,67	8,11,12	84,84,92	255	149
363	6,11,5	227,175,219	6,8,11	198,148,150	444	149
364	11,4,3	0,1,0	4,3,6	2,0,0	217	149
365	12,5,3	167,182,142	5,3,7	164,121,140	246	149
366	46,49,35	3,0,1	50,45,38	7,3,1	281	149
367	16,6,1	258,247,217	11,20,9	260,264,223	233	149
368	8,4,3	148,169,109	10,8,6	163,155,142	239	149
369	10,11,6	5,1,0	9,16,9	1,0,0	356	149
370	6,9,5	184,182,133	1,12,5	171,159,151	222	149
371	5,4,10	149,137,106	5,13,4	131,117,113	227	149
373	1,6,1	10,1,3	4,6,3	6,3,1	246	149
374	40,32,39	224,200,212	42,40,53	201,170,211	245	149
375	689,555,684	2792,2554,2328	708,668,710	2549,2897,2427	218	149
376	414,342,393	6,6,3	441,461,458	2,1,0	1125	149
377	523,432,489	35,46,39	558,571,576	25,42,35	2382	149
381	26,32,18	639,479,548	24,14,15	439,405,419	265	149
382	5,0,1	0,0,0	7,4,4	1,0,1	219	149
383	13,8,6	116,94,94	15,6,11	95,128,100	386	149
384	9,1,2	396,333,293	0,1,6	284,368,307	272	149
386	349,262,253	2,0,0	232,310,253	1,4,1	366	149
387	9,6,5	252,159,171	3,13,13	148,188,170	287	149
388	54,35,52	454,356,415	45,33,54	369,382,341	1796	149
389	32,20,18	3,1,6	27,17,26	0,2,4	846	149
392	58,23,44	470,465,400	70,63,65	430,494,412	241	149
393	281,232,216	1,0,5	174,276,230	2,8,4	410	149
394	32,33,35	230,171,180	27,43,40	144,205,163	289	149
395	307,365,402	39,68,45	414,317,330	53,26,66	322	149
396	277,338,374	504,490,509	398,296,302	399,327,376	317	149
397	38,51,35	0,3,4	36,41,37	0,0,2	296	149
398	31,41,27	8,3,0	35,35,36	0,5,6	263	149
399	10,10,7	4,0,2	6,12,6	2,9,4	368	149
400	11,3,8	1005,848,763	5,19,10	856,1061,850	578	149
401	186,159,163	0,1,0	244,242,186	2,0,0	1262	149
408	4,7,3	0,0,1	13,6,3	0,0,0	578	149
409	181,176,151	2,1,2	136,230,195	0,1,0	972	149
410	152,140,117	61,64,68	121,181,164	62,62,62	912	149
411	0,0,0	24,27,27	0,3,2	33,67,33	222	149
413	32,39,38	1,4,0	30,24,219	2,0,2	1217	149
414	34,39,38	0,4,1	33,24,222	1,1,0	1224	149
415	48,58,58	13466,10831,9680	52,46,60	11585,13912,11388	1275	149
416	279,279,222	100,65,83	251,296,453	97,120,128	1282	149
417	11,9,10	2694,1844,2307	3,14,25	1932,2250,1953	244	149
418	2,3,1	57,32,53	2,0,0	38,46,29	227	149
419	51,46,36	11,2,17	50,63,40	5,9,6	589	149
423	6,2,4	140,117,76	9,6,16	100,113,122	567	149
424	50,50,58	0,2,0	45,46,81	0,0,0	788	149
426	83,72,70	1,2,0	61,60,91	1,5,0	1090	149
428	83,72,70	0,1,2	61,60,92	0,2,0	1113	149
432	39,24,26	1,0,0	44,24,41	0,0,0	243	149
433	35,22,22	1,3,0	39,21,40	3,0,0	224	149
434	296,194,222	33,27,12	242,249,249	30,47,35	259	149
435	298,199,223	8686,8333,6037	243,250,252	8626,9625,8533	280	149
436	23,22,18	39,54,38	22,22,23	19,10,22	247	149
437	45,24,34	33,35,18	22,6,18	21,20,18	427	149
438	33,33,35	33,35,42	18,24,20	35,36,32	271	149
439	98,82,88	0,4,4	68,74,58	0,0,2	379	149
441	2,2,0	2,0,0	0,2,0	0,0,0	870	149
442	8,9,10	27,25,9	6,2,9	9,21,20	219	149
443	23,23,35	7,4,4	22,24,25	4,6,6	316	149
444	10,6,10	5,4,8	12,12,10	5,6,11	224	149
445	3,7,2	0,0,0	6,4,2	2,0,0	298	149
446	7,11,13	612,491,569	9,12,8	507,490,545	388	149
447	40,79,49	569,462,467	79,48,75	434,466,514	2081	149
448	5,4,5	112,89,90	4,0,7	106,92,78	217	149
449	100,68,80	99,91,83	76,103,108	105,113,60	2209	149
450	1438,1224,993	2,4,4	1079,1220,995	4,3,6	1404	149
451	520,482,402	15809,12889,11132	307,323,293	13551,17078,13687	1385	149
452	4,3,9	2,2,7	1,5,3	6,3,5	317	149
453	7,11,7	572,436,482	5,8,4	454,502,417	228	149
457	9,11,14	2,2,2	2,11,8	11,2,9	380	149
460	106,82,100	2152,1785,1622	101,111,105	1883,2073,1838	220	149
461	11,13,5	306,308,210	14,4,13	244,225,260	252	149
462	37,33,46	242,195,188	22,42,37	183,238,214	1038	149
463	522,478,426	3,11,3	499,494,531	4,1,6	377	149
464	139,153,128	56,35,49	235,132,181	57,46,72	1659	149
465	121,137,109	28,60,45	216,121,163	58,33,50	1626	149
466	583,700,563	7,4,2	774,464,670	4,2,6	1750	149
467	565,684,544	1,0,0	755,453,652	3,0,4	1717	149
468	29,28,23	625,591,569	28,54,29	600,549,572	222	149
469	15,24,27	63,72,104	18,20,18	57,38,71	356	149
470	0,3,2	77,74,56	5,2,4	68,92,101	225	149
471	25,16,17	393,309,278	14,32,36	453,493,398	237	149
472	176,148,141	1,0,0	126,112,120	0,0,0	896	149
473	115,80,75	66,60,63	55,43,57	54,73,76	814	149
474	532,577,489	2015,1907,1792	610,532,561	1900,1882,1834	553	149
475	267,268,204	1572,1419,1230	273,249,297	1544,1552,1526	517	149
478	0,0,0	0,1,0	0,2,0	0,0,0	249	149
481	109,119,161	42,27,42	142,122,148	31,36,45	490	149
483	102,103,103	14340,10274,12376	122,123,116	11331,13196,11839	252	149
484	51,48,64	16265,11771,13523	86,80,57	12949,15464,13537	244	149
485	879,851,734	8646,6414,6211	951,861,849	7088,8786,7215	1994	149
486	5991,4065,6174	340,203,256	4727,4649,4797	269,335,251	2045	149
487	13,21,14	1021,837,864	12,13,11	775,770,847	242	149
488	6,7,5	377,372,399	12,9,4	355,261,371	247	149
489	0,0,0	4,0,5	0,2,0	3,0,1	245	149
490	208,200,256	27,26,40	202,138,148	22,19,40	2058	149
491	171,171,199	0,0,0	167,114,120	1,0,0	1762	149
492	23,12,8	377,352,365	48,27,22	359,358,399	291	149
493	196,205,207	3,2,2	249,218,198	5,0,9	281	149
494	4,2,2	118,126,143	1,0,2	155,105,158	403	149
495	4,2,2	135,152,212	1,0,4	168,99,154	406	149
497	10040,9584,9661	55,77,28	8749,9115,8527	93,77,66	266	149
503	4,5,6	0,0,3	4,15,9	0,7,0	965	149
504	4,5,3	35,44,35	11,1,0	25,35,50	229	149
505	39,61,37	54,34,22	26,39,30	57,28,44	718	149
506	160,200,200	764,712,767	247,164,178	686,714,696	225	149
507	0,3,0	0,0,2	2,0,6	0,0,0	258	149
508	1694,1698,1308	0,0,0	1651,1677,1500	2,0,0	1460	149
510	9,24,17	98,94,81	15,18,14	71,60,88	324	149
511	1,0,0	23,20,18	0,0,1	16,21,12	373	149
514	41,28,28	469,465,406	42,34,33	481,475,512	237	149
515	81,61,107	707,585,816	66,69,58	656,664,720	592	149
516	218,170,164	4225,3554,3345	218,259,220	4387,4649,4289	302	149
517	670,551,585	73,141,112	691,737,657	179,170,127	326	149
